Keyboard Config|键盘设置
TOPIC: WEAPON(FORCE)|主题：武器（法师）
TOPIC: FRAME/ARMOR|主题：铠甲
TOPIC: BARRIER/SHIELD|主题：护盾
TOPIC: MAG|主题：玛古
TOPIC: UNIT|主题：插件
TOPIC: TECHNIQUE|主题：法术
TOPIC: ENEMY|主题：敌人
TOPIC: ENEMY(ULTIMATE)|主题：敌人（U难度）
TOPIC: LOCATION|主题：地点
TOPIC: USER INFORMATION|主题：玩家信息
TOPIC: HOBBY|主题：兴趣爱好
TOPIC: COUNTRY|主题：国家
Hello.|你好。
Good bye.|再见。
Congratulations!|恭喜！
Thank you.|谢谢。
Nice to meet you.|很高兴认识你。
Good to see you.|很高兴见到你。
Long time no see.|好久不见。
How are you?|你好吗？
Sorry to keep you\nwaiting.|抱歉让你久等了。
Good morning.|早上好。
Good evening.|晚上好。
I'm back.|我回来了。
Welcome back.|欢迎回来。
I have to leave\nnow.|我得先离开了。
I'm leaving.|我要走了。
See you later.|回头见。
Nice playing with\nyou.|合作愉快。
Bye-bye.|拜拜。
I'm glad!|太好了！
Take it easy.|别太勉强。
Thanks for your\nhelp.|感谢你的帮助。
Ole ----!!!!|哦耶——！！！！
Cheers!|干杯！
Hang on!|等等！
Cool!!|真酷！！
Wicked!|太厉害了！
Oh, shoot!|糟糕！
Not bad... |还不错……
Sorry, but this is mine!|抱歉，这是我的！
Yes.|是。
No.|不是。
My pleasure.|不客气。
I'm sorry.|对不起。
OK.|好的。
No way.|没门。
Hey, what happened?|发生什么事了？
I'm OK.|我没事。
I see.|原来如此。
Roger!|收到！
I'm fine.|我很好。
You're welcome.|不用谢。
I don't know.|我不知道。
I don't have it.|我没有。
I don't have any money.|我没钱。
Are you OK?|你没事吧？
Coming!! |来了！！
Sorry about that...|抱歉……
Really?|真的？
I doubt it.|我表示怀疑。
Sorry, I wasn't paying\nattention.|抱歉，刚才没注意。
I don't understand\nwhat you mean.|我不明白你的意思。
Hello!?  Are you\nwith me?|喂！？你还在吗？
Hmm..., let's see...|嗯……我想想……
Just joking.|开玩笑的。
I lied.|我骗你的。
Are you free?|你有空吗？
What level are\nyou?|你多少级？
Will you go with\nme?|要和我一起吗？
Shall I join you?|我可以加入吗？
Who is creating a TEAM?|谁来创建队伍？
What is our TEAM\nname?|我们的队伍叫什么名字？
I'll create a TEAM.|我来创建队伍。
Please create a\nTEAM.|请创建队伍。
Which TEAM will\nyou join?|你要加入哪个队伍？
Which AREA do you\nwant to go to?|你想去哪个区域？
Which QUEST do you\nwant to play?|你想玩哪个任务？
Let's exchange\nGUILD CARDS.|交换公会名片吧。
Give me your GUILD CARD.|把你的公会名片给我。
Here's my GUILD CARD.|这是我的公会名片。
Which mode?|玩哪个模式？
Up for a "Challenge"?|要挑战模式吗？
Up for a "Battle"?|要战斗模式吗？
What difficulty?|什么难度？
Want to play on "Normal"?|玩N难度吗？
Want to play on "Hard"?|玩H难度吗？
Want to play on "Very Hard"?|玩VH难度吗？
Want to play on "Ultimate"?|玩U难度吗？
Let's go to the "Earth Lobby".|去地球大厅吧。
Do you want to chat\nwith me?|要和我聊天吗？
Let's trade\nsomething.|来交易吧。
Give me some items.|给我一些道具。
Give me some weapons.|给我一些武器。
Give me some armor.|给我一些铠甲。
Do you want anything\nfrom me?|你需要我什么东西吗？
Which country do\nyou live in?|你住在哪个国家？
What is your hobby?|你的爱好是什么？
What is your\nlanguage setting?|你使用什么语言？
Are you a beginner?|你是新手吗？
Are you an expert?|你是高手吗？
How old are you?|你几岁？
Please use WORD SELECT.|请使用定型文系统。
Cast RYUKER!|施放传送术！
Shall we go to the\nPRINCIPAL'S ROOM first?|先去总督室吗？
Shall we go to the\nMEDICAL ROOM first?|先去医疗室吗？
Shall we go to the\nSHOPS first?|先去商店吗？
Shall we go to the\nVISUAL LOBBY first?|先去视觉大厅吗？
Shall we go to the\nTEKKER first?|先去鉴定师那里吗？
Shall we go to the\nCHECK ROOM first?|先去检查室吗？
Shall we go and get\na QUEST first?|先接个任务吗？
Are you ready to\ngo on an adventure?|准备好去冒险了吗？
Want me to lend you a weapon?|要我借你武器吗？
Want me to lend you a MAG?|要我借你玛古吗？
Which way should\nwe go?|我们该往哪边走？
Go to the north?|往北走？
Go to the south?|往南走？
Go to the east?|往东走？
Go to the west?|往西走？
Let's split up into\ntwo groups.|分成两队行动吧。
One moment...|稍等一下……
I'll go ahead.|我先走一步。
Please go ahead.|你先走吧。
Wait for me.|等等我。
Where are you now?|你现在在哪里？
Somebody please\nrestore my HP!|谁来帮我恢复HP！
Somebody please\nrestore my TP!|谁来帮我恢复TP！
Let's move to the\nnext area.|前往下一个区域吧。
Come over here.|来这里。
Let's go back to\nthe previous room.|回前一个房间吧。
Shall we go back\nto PIONEER 2?|要回先驱者2号吗？
Go into the\nTELEPORTER.|进入传送装置。
Did we come to this\nplace before?|我们之前来过这里吗？
Are you lost?|你迷路了吗？
Hurry up!|快点！
Why don't we take\na break?|要不要休息一下？
This way. Follow\nme.|这边，跟我来。
Help me.|救命！
Please clear the\ntrap.|请拆除陷阱。
Watch out.\nThere's a trap here.|小心，这里有陷阱。
Turn on the switch.|打开开关。
This door won't\nopen.|这扇门打不开。
Shall we go back?|要回去吗？
I'm going to cast RYUKER!|我要施放传送术！
Cast SHIFTA!|施放强攻术！
Cast DEBAND!|施放强体术！
Cast ZALURE!|施放降防术！
Cast JELLEN!|施放降攻术！
I need a Fluid-type item ASAP!|我急需TP回复道具！
Android,\nlay down a trap for me.|机器人，帮我放个陷阱。
I'm going to disarm this trap.|我来解除这个陷阱。
Trap disarmed!|陷阱已解除！
Any traps up ahead?|前面还有陷阱吗？
I'm going in. Back me up, OK?|我先上，你们支援我。
Is your PB gauge filled up?|你的PB槽满了吗？
Sorry! Just got mail.|抱歉，刚收到邮件。
I've got to go. |我得下线了。
I'm going back to town\nto stock up.|我要回城补给。
Help me!|救命！
Help me, I'm being overwhelmed!|救命，我撑不住了！
Help, I have almost\nno HP!|救命，我快没HP了！
Help, I'm dead!|救命，我死了！
Help, I can't move!|救命，我动不了！
Watch out for the\nenemies!|小心敌人！
I'll cast RESTA on\nyou.|我给你施放圣泉术。
I'll cast ANTI on\nyou.|我给你施放状态术。
I'll cast SHIFTA on\nyou.|我给你施放强攻术。
I'll cast DEBAND on\nyou.|我给你施放强体术。
I'll cast REVERSER.|我来施放复活术。
I'll generate the\nPHOTON BLAST!|我要发动光子爆发！
Please cast RESTA\non me!|请给我施放圣泉术！
Please cast ANTI\non me!|请给我施放状态术！
Somebody go and\nhelp.|谁去帮帮他。
I'll lead the enemies\nover here. Somebody\nback me up.|我把敌人引过来，谁来支援我。
There are some\nmore enemies left.|还有敌人没解决。
Forget about them.\nLet's move.|别管了，继续前进。
The enemies here are not that strong.|这里的敌人不算强。
The enemies here\nare too strong.\nLet's leave.|这里的敌人太强了，我们离开吧。
Help me!\nI don't want to die!|救命！我不想死！
I'll take care of\nthis!|这里交给我！
You want a piece of me?|想挑战我吗？
Come back and fight!|回来继续打！
Get back here!|给我回来！
Look out behind you...|小心后面……
I'm over here!|我在这里！
Prepare to die!|准备受死吧！
There's no escape!\nYou're completely\nsurrounded!|你无路可逃了！已经被包围了！
You just don't give up,\ndo you?|你还真是不死心啊？
Where are you?|你在哪？
Playtime is over!|游戏时间结束了！
I'll just take\nthose Meseta\nfrom you!|你的美赛塔我就收下了！
Let's have a duel, one-on-one!|来场一对一决斗吧！
What say we join\nforces?|要不要联手？
I'm breaking\nour alliance!|我要解除同盟！
A pleasure to meet you.|很高兴认识你。
There you are!|找到你了！
Please, forgive me!|请原谅我！
I give up! You win.|我认输，你赢了。
Here I come!|我来了！
Hurry up,\nI don't have all day!|快点，我没那么多时间！
I'm going to run away\nwhile I still can!|趁还能跑赶紧撤！
I'll get you next time!|下次再收拾你！
Same rules for\nthis Battle?|这次战斗规则不变？
Should we change the rules\nfor this Battle?|要修改战斗规则吗？
I won!|我赢了！
I lost!|我输了！
Let's go for A-Rank!|冲A评价！
Let's go for S-Rank!|冲S评价！
Let's just take it\neasy today.|今天轻松玩吧。
Everybody form up!\nI'm gonna use a support\ntechnique.|大家集合！我要施放辅助法术。
Help us,\noh mighty Force!|伟大的法师，帮助我们吧！
Heal us,\noh mighty Force!|伟大的法师，治疗我们吧！
Anyone got some Mates?|谁有回复液？
Anyone got some Fluids?|谁有TP回复液？
Do you have any extra\nScape Dolls?|谁有多余的替身娃娃？
Drop a weapon for me!|给我丢把武器！
Drop a Mag for me!|给我丢个玛古！
Drop some armor for me!|给我丢件铠甲！
Drop an item for me!|给我丢个道具！
Do me a favor\nand disarm that trap!|帮个忙，把那个陷阱拆掉！
Okay,I'm going to throw the switch.\nEverybody get ready to run like mad!|好，我要开开关了！大家准备全力冲刺！
I think this item is meant\nfor a Hunter.|我觉得这件道具适合战士。
I think this item is meant\nfor a Ranger.|我觉得这件道具适合枪手。
I think this item is meant\nfor a Force.|我觉得这件道具适合法师。
Hey, over here!\nI found a shortcut!|快来看！我发现捷径了！
I'm fine!\nHow are you holding up?|我很好！你那边怎么样？
Watch out!\nThere might be a trap.|小心！可能有陷阱。
I'll wait here.|我在这里等。
Do you have any armor\nwith extra slots?|有带额外插槽的铠甲吗？
YES!\nI found a Healing Ring!|有了！我找到治疗之环了！
Just because a weapon's strong\ndoesn't make it the best.\nYou have to pay attention\nto its attributes, too.|武器强不代表最好，还要看属性。
It's pitch dark in here!\nSomeone turn on the lights!|这里太黑了！谁去开灯！
Stick a fork in me\n- I'm done!|我不行了……
I think I'm done for\n...Bye, everybody!|看来我要完蛋了……大家再见！
Let me pick up\nthese items!|让我捡这些道具！
YEAH!\nWe did it!|耶！成功了！
Ahhh!\nAnd we were so close!|啊啊！就差一点！
Which weapon should\nI take?|我该拿哪把武器？
OK, let's go.|好，出发吧。
Did you restore\nyour HP?|你的HP恢复了吗？
Is everybody ready?|大家都准备好了吗？
It's time to go!|该出发了！
Is it time to quit?|该结束了吗？
Can I join in?\nI'm a beginner.|我能加入吗？我是新手。
Will you still be\nstaying here?|你还会待在这里吗？
Can you play some\nmore?|还能再玩一会儿吗？
When can we meet\nagain?|我们什么时候再见？
Where shall we meet?|我们在哪见面？
Good to see you.\nGot time to talk?|很高兴见到你，有空聊聊吗？
Hi. Can you go\nadventuring with me?|嗨，能和我一起冒险吗？
Which lobby are\nyou in now?|你现在在哪个大厅？
I'm coming to\nsee you.|我过去找你。
Can you come over\nto see me?|你能过来找我吗？
Please wait for\nme there.|请在那里等我。
OK, where shall\nwe meet?|好的，我们在哪里见面？
Sorry, I'm waiting\nfor my friends.|抱歉，我在等朋友。
OK, I'll wait\nfor you here.|好的，我在这里等你。
No, I'll go there.\nWhere are you?|不，我过去找你。你在哪里？
Maybe next time.|下次吧。
Please send me your\nSIMPLE MAIL again\na little later.|请稍后再发一次简讯给我。
Yes, I'm free.|是的，我有空。
No, sorry.|抱歉，没有空。
This is the first time\nI've played the game.|这是我第一次玩这个游戏。
OK, where shall\nwe go?|好，我们去哪里？
Sorry, I have no\ntime.|抱歉，我没时间。
Sure, go ahead.|当然，你先去吧。
Sorry, I have an\nappointment.|抱歉，我有约了。
I'll create it.|我来创建。
You create a TEAM,\nplease.|请你创建队伍。
It's up to you.|由你决定。
OK, I'll join up.|好，我加入。
What is the name\nof your TEAM?|你的队伍叫什么名字？
OK, let me create\nit.|好，我来创建。
You create a TEAM,\nplease.|请你创建队伍。
I prefer Chatting\nrather than going\non an adventure.|比起冒险，我更喜欢聊天。
I prefer going on\na free adventure,\nnot a QUEST.|比起任务，我更喜欢自由冒险。
Sure.|当然。
Sorry, I can't.|抱歉，不行。
I also want to go\nadventure.|我也想去冒险。
OK, what do you\nwant?|好，你想要什么？
Sorry, I don't have\nany good items.|抱歉，我没有什么好东西。
